Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned
242,Curug Dago,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,Cagar Alam,Bandung,https://asset.kompas.com/crops/aEu7OFukmLIhRhyIuEZoAXRSJkA=/0x0:1296x864/1200x800/data/photo/2019/03/14/2232137429.jpeg,curug dago kota bandung jawa barat ketinggian 800 meter permukaan air laut air terjun mencapai 12 meter air terjun terbentuk akibat aliran sungai cikapundung mengalir area maribaya kota bandung curug dago pakar bandung nilai historis jejak sejarah kerajaan thailand alasannya prasasti kerajaan thailand abad ke18 bertuliskan nama raja chulalongkom iii rama v kerajaan thailand
243,Kampung Korea Bandung,"Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung.
",Budaya,Bandung,https://image.popbela.com/content-images/post/20240121/59cd9e42c36f0fc1942cb0972c040f60.jpg?width=1600&format=webp&w=1600,kampung korea kawasan kota bandung dibangun semirip karakter kota seoul korea selatan tujuan pengembangan kawasan kegiatan sister city bandung seol pembangunan 2017 inisiatif ridwan kamil wali kota bandung itunkeberadaan kampung korea meningkatkan pariwisata kota bandung
244,Kampung Batu Malakasari,"Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah.
",Taman Hiburan,Bandung,https://i0.wp.com/www.tiketmasuk.com/wp-content/uploads/2023/03/Kampung-Batu-Malakasari-bandung-scaled.jpg,kampung batu malakasari wisata didirikan bekas penambangan batu lokasi pahatanpahatan bekas penambangan batu bekas penambangan batu terisi air membentuk danau wisata berkonsep wahana wisata pendidikan petualangan kuliner dijadikan destinasi field trip sekolahsekolah bandung wahana fasilitasnya lengkap menunjang program field trip sekolahsekolah
245,Jendela Alam,"Tidak hanya menikmati alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan edukasi yang bermanfaat. Berbagai kegiatan edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA.",Taman Hiburan,Bandung,https://piknikwisata.com/wp-content/uploads/2019/10/tempat-wisata-jendela-alam-e1573625346227.jpg,menikmati alam sejuk hijau anak mengikuti kegiatan edukasi bermanfaat kegiatan edukasi disediakan dirancang rupa menarik keluarga kegiatan edukasi tersedia cocok anak usia tk sma
246,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dalam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.",Cagar Alam,Bandung,https://www.wisatala.com/wp-content/uploads/2024/03/bandung-curug-aseupan.jpg,curug tilu leuwi opat salah wisata curug lembang tempatnya luas area outbond camping wisata air terjun sungai area lembah sungai jernih outbond camping permainan area lokasi curug tilu leuwi opat bertetangga langsung dusun bambu lho dusun bambu skywalk lutung kasarung mengunjungi area camping lembah berbatasan langsung dusun bambu lembah area wisata curug tilu leuwi opat lembah mengalir sungai air jernih bersumber situ lembang
247,Kiara Artha Park,"Kiara Artha Park merupakan sebuah kawasan terpadu yang memadukan konsep hunian, bisnis, komersial, dan wisata yang ikonik di Kota Bandung dengan luas + 2.9 hektar. Kiara Artha Park sendiri merupakan salah satu dari sekian banyak  ruang publik bertemakan Taman Kota yang ada di Bandung yang terletak di tengah Kota Bandung . Taman ini melengkapi taman-taman tematik lainnya yang sudah ada di Kota Bandung. Taman  kota ini  kini menjadi salah satu tujuan wisata warga Bandung khususnya dan  bagi masyarakat umum. Meskipun Taman ini baru dibuka yaitu pada tanggal 17 Agustus 2019, warga Bandung  dan masyarakat sangat antusias datang dan menikmati berbagai aktivitas dan wahana yang ada.
",Taman Hiburan,Bandung,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2024/03/25/231394528.jpg,kiara artha park kawasan terpadu memadukan konsep hunian bisnis komersial wisata ikonik kota bandung luas 29 hektar kiara artha park salah sekian ruang publik bertemakan taman kota bandung terletak kota bandung taman melengkapi tamantaman tematik kota bandung taman kota salah tujuan wisata warga bandung masyarakat taman dibuka tanggal 17 agustus 2019 warga bandung masyarakat antusias menikmati aktivitas wahana
248,NuArt Sculpture Park,"NuArt Sculpture Park ini merupakan sebuah gallery miliki seorang seniman ternama di Bandung yang bernama Nyoman Nuarta. Terlahir di Tabanan Bali, Nyoman Nuarta akhirnya menetap di Bandung. Dan ada fakta menarik dari seniman berkelas internasional tersebut, dimana ia dahulu rupanya lulusan dari Fakultas Seni Rupa dari perguruan tinggi ternama di Bandung yakni ITB pada tahun 1979 silam. Kehlian Nyoman Nuarta sebagai seorang maestro pemahat dan juga pematung hebat memang sudah dikenal secara internasional, maka dari itu ia pun membuat NuArt Sculpture Park ini untuk memamerkan semua karya seni yang ia miliki selama ini.",Taman Hiburan,Bandung,https://venuemagz.com/wp-content/uploads/2020/02/Nuart-800x533_c.jpg,nuart sculpture park gallery miliki seniman ternama bandung bernama nyoman nuarta terlahir tabanan bali nyoman nuarta menetap bandung fakta menarik seniman berkelas internasional dimana lulusan fakultas seni rupa perguruan ternama bandung itb 1979 silam kehlian nyoman nuarta maestro pemahat pematung hebat dikenal internasional nuart sculpture park memamerkan karya seni miliki
249,Upside Down World Bandung,"Upside Down World Bandung pertama kali dibuka pada 10 Oktober 2016 dengan konsep yang sangat unik. Semua furnitur yang berada di Upside Down World ini dipasang terbalik seolah pengunjung berada di langit-langit ruangan. Dengan konsep rumah terbaik tempat wisata ini memiliki keunikan tersendiri. Pengunjung yang datang ke sini kebanyakan para kawula muda yang ingin berfoto dengan latar yang tak biasa. Di dalam bangunan ini terdapat sepuluh ruangan dengan tema yang berbeda-beda layaknya di dalam sebuah rumah. Ada ruang tamu, kamar tidur anak, ruang keluarga, ruang santai, dapur, kamar mandi, dan lain sebagainya. Pengunjung bisa mengambil gambar pada semua ruangan dan hasil foto dapat dicetak di layanan cetak foto. Jika pengunjung merasa tak biasa dan bingung harus bergaya foto seperti apa, maka akan ada petugas yang dapat mengarahkan gayanya. Atau dengan melihat hasil foto para pengunjung sebelumnya yang dipasang di ruangan itu.
",Taman Hiburan,Bandung,https://cozzy.id/uploads/0000/630/2024/07/21/cozzyid-hotel-murah-hotel-terdekat-penginapan-murah-penginapan-terdekat-booking-hotel-weekend-pengalaman-unik-di-upside-down-world-bandung-sumber-gambar-marjayatrans.png,upside down world bandung kali dibuka 10 oktober 2016 konsep unik furnitur upside down world dipasang terbalik pengunjung langitlangit ruangan konsep rumah terbaik wisata memiliki keunikan tersendiri pengunjung kebanyakan kawula muda berfoto latar bangunan sepuluh ruangan tema berbedabeda layaknya rumah ruang tamu kamar tidur anak ruang keluarga ruang santai dapur kamar mandi pengunjung mengambil gambar ruangan hasil foto dicetak layanan cetak foto pengunjung bingung bergaya foto petugas mengarahkan gayanya hasil foto pengunjung dipasang ruangan
250,Pesona Nirwana Waterpark & Cottages,"Pesona Nirwana Waterpark merupakan sebuah objek wisata wahana air seluas 4000 meter persegi yang berlokasi di Kampung Legok Jeungjing, Desa Panyirapan, Kecamatan Soreang, Kabupaten Bandung.\nBerjarak sekitar 1 Km dari Kantor Pemda Kabupaten Bandung. Lokasi wisata ini dibuka untuk umum setiap hari dan bisa menjadi alternatif pilihan lokasi wisata Kabupaten Bandung selain kawasan wisata Ciwidey\n\nLokasi Pesona Nirwana Waterpark merupakan bekas kawasan tambang galian C dengan tebing curam di hampir sebagian lokasinya dan merupakan bagian dari rencana resort ramah lingkungan dengan total target pembangunan seluas 4 hektar.\nPemilik dari Pesona Nirwana Waterpark adalah I Nyoman Nuarta, seorang pematung asal Bali yang juga terkenal sebagai tokoh pelestarian lingkungan",Taman Hiburan,Bandung,https://pesonanirwanawaterpark.com/wp-content/uploads/2024/08/Soulve-content-scaled.jpg,pesona nirwana waterpark objek wisata wahana air seluas 4000 meter persegi berlokasi kampung legok jeungjing desa panyirapan kecamatan soreang kabupaten bandungnberjarak 1 km kantor pemda kabupaten bandung lokasi wisata dibuka alternatif pilihan lokasi wisata kabupaten bandung kawasan wisata ciwideynnlokasi pesona nirwana waterpark bekas kawasan tambang galian c tebing curam lokasinya rencana resort ramah lingkungan total target pembangunan seluas 4 hektarnpemilik pesona nirwana waterpark i nyoman nuarta pematung bali terkenal tokoh pelestarian lingkungan
251,Taman Lansia,"Berlibur santai di akhir pekan cocok dilakukan dengan menghabiskan waktu di taman. Salah satu taman yang dapat menjadi tujuan wisata adalah Taman Lansia Bandung. Lansia merupakan singkatan dari Lanjut Usia. Meski begitu, taman ini tidak dikhususkan untuk para lansia, namun untuk semua kalangan. Nama lansia kemungkinan diberikan karena usia taman ini yang sudah sangat tua. Bahkan, usianya sudah ratusan tahun, karena sudah ada sejak tahun 1885.",Taman Hiburan,Bandung,https://media.tampang.com/tm_images/article/62e199a61b0bc74c.jpg,berlibur santai pekan cocok menghabiskan taman salah taman tujuan wisata taman lansia bandung lansia singkatan usia taman dikhususkan lansia kalangan nama lansia usia taman tua usianya ratusan 1885
252,Kampoeng Tulip,"Kampoeng Tulip ialah salah satu objek wisata di Bandung yang lokasinya dipenuhi dengan bunga-bunga tulip yang sangat indah. Tulip sendiri adalah bunga cantik yang identik dengan Negara Kincir Angin yaitu Belanda. Jika Anda ingin menyaksikan bunga tulip, Anda tidak perlu jauh-jauh ke Belanda. Melainkan, cukup pergi ke kota Bandung saja, Anda sudah bisa menemuinya. Lokasi wisata ini memiliki banyak pengunjung, mulai dari wisatawan dalam kota maupun luar kota.",Taman Hiburan,Bandung,https://cdn.reqnews.com/2022/08/kampung_tulip_bandung.jpg,kampoeng tulip salah objek wisata bandung lokasinya dipenuhi bungabunga tulip indah tulip bunga cantik identik negara kincir angin belanda menyaksikan bunga tulip jauhjauh belanda pergi kota bandung menemuinya lokasi wisata memiliki pengunjung wisatawan kota kota
253,Selasar Sunaryo Art Space,"Selasar Sunaryo Art Space (SSAS) adalah sebuah ruang dan organisasi nirlaba yang bertujuan mendukung pengembangan praktik dan pengkajian seni dan kebudayaan visual di Indonesia. Dididirikan pada tahun 1998 oleh Sunaryo, SSAS aktif menyelenggarakan kegiatan-kegiatan yang berorientasi pada edukasi publik. Dengan arahan & dukungan dari Yayasan Selasar Sunaryo, fokus utama SSAS adalah pada penyelenggaraan program-program seni rupa kontemporer, melalui pameran, diskusi, residensi & lokakarya. Sebagai pusat kebudayaan, SSAS menyelenggarakan kegiatan-kegiatan yang berhubungan dengan disiplin-disiplin seni lain seperti desain, kriya, seni pertunjukan, sastra, arsitektur, dan lain sebagainya. Selain memajang koleksi permanen, SSAS juga menyelenggarakan pameran-pameran tunggal atau bersama yang menampilkan karya-karya para seniman muda dan senior, dari Indonesia maupun mancanegara.",Taman Hiburan,Bandung,https://content.artcallsindonesia.com/assets/443483e3-bcab-4591-b303-b5cc7f623f7a?width=1920&height=1080,selasar sunaryo art space ssas ruang organisasi nirlaba bertujuan mendukung pengembangan praktik pengkajian seni kebudayaan visual indonesia dididirikan 1998 sunaryo ssas aktif menyelenggarakan kegiatankegiatan berorientasi edukasi publik arahan dukungan yayasan selasar sunaryo fokus utama ssas penyelenggaraan programprogram seni rupa kontemporer pameran diskusi residensi lokakarya pusat kebudayaan ssas menyelenggarakan kegiatankegiatan berhubungan disiplindisiplin seni desain kriya seni pertunjukan sastra arsitektur memajang koleksi permanen ssas menyelenggarakan pameranpameran tunggal menampilkan karyakarya seniman muda senior indonesia mancanegara
254,Teras Cikapundung BBWS,"Teras Cikapundung Bandung sebelumnya merupakan daerah yang kumuh dan tak terurus yang berhasil diubah menjadi tempat wisata. Cikapundung adalah sungai yang membelah Kota Bandung yang dimulai dari daerah Bandung Utara dan bermuara di Sungai Citarum, Bandung Selatan. Sebelumnya, taman ini merupakan tempat berkumpulnya orang-orang kreatif seperti para seniman yang ada di Bandung. Terdapat beberapa sanggar seni dan ramainya warung makan di tempat ini, sampai pada akhirnya terlantar dan dibiarkan kotor. Kini Teras Cikapundung Bandung telah berubah menjadi tempat wisata terbuka untuk umum dengan konsep ekologi dan urban. Berbagai fasilitas menarik tersedia di Teras Cikapundung dan bisa digunakan pada saat rekreasi ke obyek wisata yang satu ini. Dilengkapi dengan kolam ikan dan lampu-lampu, membuat taman ini sangat cantik dikunjungi pada malam hari. Terlebih suasananya yang ramai membuat para pengunjung lupa bahwa dulunya tempat ini pernah dijuluki sebagai “tempat jin buang anak”.",Taman Hiburan,Bandung,https://reisha.net/blog/wp-content/uploads/2018/01/teras-cikapundung-4.jpg,teras cikapundung bandung daerah kumuh terurus berhasil diubah wisata cikapundung sungai membelah kota bandung daerah bandung utara bermuara sungai citarum bandung selatan taman berkumpulnya orangorang kreatif seniman bandung sanggar seni ramainya warung makan terlantar dibiarkan kotor teras cikapundung bandung berubah wisata terbuka konsep ekologi urban fasilitas menarik tersedia teras cikapundung rekreasi obyek wisata dilengkapi kolam ikan lampulampu taman cantik dikunjungi malam suasananya ramai pengunjung lupa dulunya dijuluki jin buang anak
255,Museum Barli,"Museum Barli adalah sebuah museum yang terletak di Kota Bandung. Museum ini didedikasikan untuk mengenang dan memamerkan hasil karya pelukis Barli Sasmitawinata. Museum ini didirikan pada tahun 1990 dan diresmikan pada Oktober 1992 oleh Soesilo Soedarman, Menteri Pariwisata, Pos, dan Telekomunikasi pada waktu itu. Awalnya museum ini tidak dibuka untuk umum. Namun, saat ini museum dapat dikunjungi oleh siapa saja. Museum ini juga menjadi tempat dari berbagai kegiatan seni seperti pameran karya seni rupa, penjualan karya, diskusi dan sarasehan, pelatihan studio keramik dan lukis.",Budaya,Bandung,https://cdn2.gnfi.net/gnfi/uploads/articles/goodnewsfromindonesia-gnfi-museumbarli-9bde5f60a6b7cb99678a8503d0cf6ce2.jpg,museum barli museum terletak kota bandung museum didedikasikan mengenang memamerkan hasil karya pelukis barli sasmitawinata museum didirikan 1990 diresmikan oktober 1992 soesilo soedarman menteri pariwisata pos telekomunikasi museum dibuka museum dikunjungi museum kegiatan seni pameran karya seni rupa penjualan karya diskusi sarasehan pelatihan studio keramik lukis
256,Wisata Batu Kuda,"Kawasan Batu Kuda berupa perbukitan dengan hutan pinus yang indah. Berada di ketinggian antara 1150 sampai dengan 1300 mdpl, segarnya pegunungan Bandung bisa anda dapatkan disini. Batu Kuda berada di bawah pengawasan Perhutani langsung. Dulu tempat ini terkesan apa adanya. Tapi sekarang sudah jauh lebih tertata. Biasanya, tempat ini jadi tujuan wisata keluarga warga sekitarnya saja. Tapi sekarang, sudah lebih dikenal dan lebih banyak dikunjungi wisatawan juga.",Cagar Alam,Bandung,https://cdn.wisata.app/diary/11401120-5039-80cd-a880-efae991b488d.jpg,kawasan batu kuda perbukitan hutan pinus indah ketinggian 1150 1300 mdpl segarnya pegunungan bandung dapatkan batu kuda pengawasan perhutani langsung terkesan tertata tujuan wisata keluarga warga dikenal dikunjungi wisatawan
257,Monumen Bandung Lautan Api,"Monumen Bandung Lautan Api, merupakan monumen yang menjadi markah tanah Bandung. Monumen ini setinggi 45 meter, memiliki sisi sebanyak 9 bidang.\nMonumen ini dibangun untuk memperingati peristiwa Bandung Lautan Api, dimana terjadi pembumihangusan Bandung Selatan yang dipimpin oleh Muhammad Toha.\nMonumen ini berada di tengah-tengah kota yaitu terletak di kawasan Lapangan Tegallega. Monumen ini menjadi salah satu monumen terkenal di Bandung.\nMonumen ini menjadi pusat perhatian setiap tanggal 23 Maret mengenang peristiwa Bandung Lautan Api.
",Budaya,Bandung,https://asset.kompas.com/crops/5Yp75tGSRZ0NBDDFy7ChCl8XGtw=/0x0:1000x667/750x500/data/photo/2023/08/02/64ca049ec3889.jpg,monumen bandung lautan api monumen markah tanah bandung monumen 45 meter memiliki sisi 9 bidangnmonumen dibangun memperingati peristiwa bandung lautan api dimana pembumihangusan bandung selatan dipimpin muhammad tohanmonumen tengahtengah kota terletak kawasan lapangan tegallega monumen salah monumen terkenal bandungnmonumen pusat perhatian tanggal 23 maret mengenang peristiwa bandung lautan api
258,Museum Gedung Sate,"Salah satu museum yang menjadi ikon kota ini adalah Museum Gedung Sate. Museum yang berada di gedung yang sama dengan kantor dinas Gubernur Jawa Barat ini dibangun pada masa kolonial oleh arsitek Belanda, Johan Gerber. Diresmikan pada 8 Desember 2017 dan mengusung 'Smart Museum', Museum Gedung Sate ini menjadi museum interaktif pertama di Indonesia. Konsep tersebut memberikan panduan informasi mengenai bangunan bersejarah menggunakan teknologi digital.
",Budaya,Bandung,https://asset.kompas.com/crops/pTi4paWV47L38sGsV2bcOrxNwc4=/126x217:926x750/1200x800/data/photo/2023/08/13/64d87d100ad37.jpg,salah museum ikon kota museum gedung sate museum gedung kantor dinas gubernur jawa barat dibangun kolonial arsitek belanda johan gerber diresmikan 8 desember 2017 mengusung smart museum museum gedung sate museum interaktif indonesia konsep panduan informasi bangunan bersejarah teknologi digital
259,Monumen Perjuangan Rakyat Jawa Barat,"Monumen Perjuangan Rakyat Jawa Barat (Monju) adalah Museum Sejarah Perjuangan Rakyat Jawa Barat, di Tatar Pasundan atau Parahyangan. Monumen diresmikan oleh Gubernur Jawa Barat, Raden Nana Nuriana pada tanggal 23 Agustus 1995.",Budaya,Bandung,https://kmjurnalistik.com/wp-content/uploads/2016/05/IMG_9970.jpg,monumen perjuangan rakyat jawa barat monju museum sejarah perjuangan rakyat jawa barat tatar pasundan parahyangan monumen diresmikan gubernur jawa barat raden nana nuriana tanggal 23 agustus 1995
260,Museum Pos Indonesia,"Museum Pos Indonesia telah ada sejak masa Hindia Belanda dengan nama Pos Telegraph dan Telepon (PTT). Pada tahun 1931 telah dibuka Museum PTT yang terletak di bagian sayap kanan bawah Gedung Kantor Pusat PTT, Jalan Cilaki, nomor 55, Bandung, (sekarang nomor 73). Atau tepatnya di sayap timur gedung pusat pemerintahan Provinsi Jawa Barat yang lebih terkenal dengan Gedung Sate. Pada 27 September 1983, Menteri Pariwisata, Pos dan Telekomunikasi meresmikan PTT menjadi Museum Pos Indonesia. Koleksi museum ini terdiri atas prangko-prangko dari Indonesia dan berbagai negara yang sangat bersejarah, dengan jumlah mencapai 131.000.000 keping perangko dan 200 koleksi peralatannya, yakni berupa timbangan paket, alat cetak perangko, surat-surat berharga, armada pengantar surat, dan lain sebagainya. Selain menyimpan peninggalan pos tersebut dalam ruang pamer, Museum ini juga memiliki ruang social center yang dapat diperuntukan bagi aneka kegiatan.
",Budaya,Bandung,https://asset.kompas.com/crops/2kSIhduHdaK0Ha49OL-nUuVSejE=/1x86:1040x779/750x500/data/photo/2023/09/28/65156080e0640.jpeg,museum pos indonesia hindia belanda nama pos telegraph telepon ptt 1931 dibuka museum ptt terletak sayap kanan gedung kantor pusat ptt jalan cilaki nomor 55 bandung nomor 73 tepatnya sayap timur gedung pusat pemerintahan provinsi jawa barat terkenal gedung sate 27 september 1983 menteri pariwisata pos telekomunikasi meresmikan ptt museum pos indonesia koleksi museum prangkoprangko indonesia negara bersejarah mencapai 131000000 keping perangko 200 koleksi peralatannya timbangan paket alat cetak perangko suratsurat berharga armada pengantar surat menyimpan peninggalan pos ruang pamer museum memiliki ruang social center diperuntukan aneka kegiatan
261,Ciwangun Indah Camp Official,"Ciwangun Indah Camp atau CIC adalah sebuah tempat rekreasi berkonsep petualangan alam dan outbound. Tempat ini terletak di kecamatan Parongpong Kabupaten Bandung Barat, bersebelahan dengan dusun bambu. Dengan latar alam hutan di bawah kaki gunung Burangrang, CIC layak dijadikan destinasi wisata. Dengan tempat yang masih terjaga keindahan alamnya, beberapa aktivitas bisa dilakukan di CIC. Aktivitas yang cocok untuk dilakukan di CIC adalah kegiatan yang berbasis petualangan alam. Berikut beberapa kegiatan yang cocok untuk dilakukan di Ciwangun Indah Camp.",Cagar Alam,Bandung,https://www.hargatiket.net/wp-content/uploads/2019/11/ciwangun-indah-camp-harga.jpg,ciwangun indah camp cic rekreasi berkonsep petualangan alam outbound terletak kecamatan parongpong kabupaten bandung barat bersebelahan dusun bambu latar alam hutan kaki gunung burangrang cic layak dijadikan destinasi wisata terjaga keindahan alamnya aktivitas cic aktivitas cocok cic kegiatan berbasis petualangan alam kegiatan cocok ciwangun indah camp
262,Wot Batu,"Wot Batu adalah sebuah konfigurasi energi yang hadir dari perjalanan spiritualitas dan transendental Sunaryo. Dalam ruang terbuka seluas ±2000 m2 dengan rangkaian 135 +1, batu-batu ditanam dan ditata secara konseptual dan harmoni. Sunaryo menarik garis dari pegunungan di sekitar Bandung, dan dari garis itu dibawanya batu-batu vulkanik sebagai medium mahakarya yang tak lekang oleh waktu. Setiap pahatan, tatahan, dan pecahan bukanlah hasil dari usaha untuk mengubah batu, namun untuk menorehkan catatan untuk sebuah peradaban – warisan dari abad ke-21 untuk masa yang akan datang.\nSunaryo menciptakan Wot Batu sebagai ‘jembatan spiritual’: penyeimbang antara jiwa manusia dengan wujud ragawi kehidupan, sebagai penghubung di antara empat elemen alam. Dalam Wot Batu, tanah, api, air dan angin berbicara satu sama lain dalam harmoni. Wot Batu menyampaikan gagasan tentang ruang dan waktu – sebuah penyadaran tentang eksistensi manusia dalam dimensi alam yang tak berbatas.",Cagar Alam,Bandung,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/grid/original/30503_wot-batu-bandung.jpg,wot batu konfigurasi energi hadir perjalanan spiritualitas transendental sunaryo ruang terbuka seluas 2000 m2 rangkaian 135 1 batubatu ditanam ditata konseptual harmoni sunaryo menarik garis pegunungan bandung garis dibawanya batubatu vulkanik medium mahakarya lekang pahatan tatahan pecahan hasil usaha mengubah batu menorehkan catatan peradaban warisan abad ke21 datangnsunaryo menciptakan wot batu jembatan spiritual penyeimbang jiwa manusia wujud ragawi kehidupan penghubung elemen alam wot batu tanah api air angin berbicara harmoni wot batu gagasan ruang penyadaran eksistensi manusia dimensi alam berbatas
263,Curug Batu Templek,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",Cagar Alam,Bandung,https://tse2.mm.bing.net/th?id=OIP.dfD9XG1FAEBubN6J9u66eQHaEK&pid=Api&P=0&w=300&h=300,curug batu templek bandung wisata alam air terjun terletak kota bandung timur sekian wisata alam air terjun bandung curug batu templek kalah menarik pemandangan dipenuhi terbing berbatu cadas sejarah curug batu templek sederhana dahulunya penambangan batu aliran air terjun aliran berasal sungai tebing dinamakan curug batu templek
264,Gereja Katedral Santo Petrus Bandung,"Gereja Katedral Bandung, atau Katedral Santo Petrus, adalah sebuah gereja yang terletak di Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia. Bangunan ini dirancang oleh Charles Prosper Wolff Schoemaker dan bergaya arsitektur neo-Gothic akhir. Dilihat dari atas, bentuknya menyerupai salib yang simetris. Katedral Santo Petrus mempunyai luas tanah sebesar 2.385 m² dan luas bangunan sebesar 785 m². Gerejanya sendiri diberi nama St. Franciscus Regis pada tanggal 16 Juni 1895. Setelah Bandung memperoleh status gemeente (setingkat kotamadya) pada 1906, diputuskan untuk membangun bangunan gereja baru. Pembangunan bangunan yang baru dilaksanakan sepanjang tahun 1921. Katedral ini lalu diberkati pada 19 Februari 1922 oleh Mgr. Edmundus Luypen, S.J.",Tempat Ibadah,Bandung,https://1.bp.blogspot.com/-duzxzituX_o/T1jVP63u8EI/AAAAAAAAAg0/TGbGGtXqvwo/s1600/IMG_1486.JPG,gereja katedral bandung katedral santo petrus gereja terletak jalan merdeka babakanciamis sumurbandung bandung indonesia bangunan dirancang charles prosper wolff schoemaker bergaya arsitektur neogothic bentuknya menyerupai salib simetris katedral santo petrus luas tanah 2385 m luas bangunan 785 m gerejanya nama st franciscus regis tanggal 16 juni 1895 bandung memperoleh status gemeente setingkat kotamadya 1906 diputuskan membangun bangunan gereja pembangunan bangunan dilaksanakan 1921 katedral diberkati 19 februari 1922 mgr edmundus luypen sj
265,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",Budaya,Bandung,https://bacotsekali.sgp1.digitaloceanspaces.com/cityawesome/uploads/2022/08/20180307_130241-1024x576-1.jpg,museum wangsit mandala siliwangi museum militer kota bandung jawa barat siliwangi nama komando daerah militer tniad jawa barat banten namanya diambil raja kerajaan sunda beribu kota pakuan pajajaran kekuasaanya konon terbatas arif bijaksana wibawa menjalankan roda pemerintahan arti mandala wangsit menyimpan amanat petuah nasihat pejuang generasi penerus melalu bendabenda ditinggalkannya museum diresmikan panglima divisi siliwangi kolonel ibrahim adjie tanggal 23 mei 1966 museum berlokasi jalan lembong kecamatan sumurbandung jalan diambil nama letkol lembong salah prajurit siliwangi korban peristiwa kudeta angkatan perang ratu adil jalan bernama oude hospitaalweg
